customer_id,email_open_rate,push_notification_ctr,customer_service_tickets,return_rate,nps_score,delivery_rating,cart_abandonment_count,days_since_last_purchase
C10491,0.198,0.098,2,0.039,8.0,4.8,4,59
C10492,0.046,0.035,1,0.002,10.0,4.6,4,71
C10493,0.219,0.056,1,0.074,,4.7,2,52
C10494,0.227,0.069,0,0.07,9.0,3.4,4,23
C10495,0.322,0.067,1,0.051,8.0,4.3,1,6
C10496,0.216,0.017,1,0.036,,4.6,3,1
C10497,0.0,0.007,2,0.143,7.0,4.3,5,138
C10498,0.202,0.056,1,0.131,,3.7,3,51
C10499,0.217,0.036,0,0.048,8.0,,3,70
C10500,0.142,0.034,3,0.027,10.0,5.0,5,12
C10501,0.003,0.041,4,0.246,4.0,2.0,7,336
C10502,0.249,0.076,0,0.087,,4.1,2,23
C10503,0.059,0.008,4,0.122,6.0,3.5,6,196
C10504,0.338,0.036,0,0.0,9.0,4.8,1,50
C10505,0.235,0.068,0,0.112,9.0,5.0,1,31
C10506,0.063,0.014,3,0.22,,,3,119
C10507,0.048,0.009,1,0.322,2.0,,2,312
C10508,0.101,0.044,0,0.076,,3.4,4,61
C10509,0.052,0.013,0,0.263,4.0,2.3,7,136
C10510,0.184,0.083,0,0.03,,4.5,5,3
C10511,0.128,0.042,1,0.049,,,4,75
C10512,0.241,0.027,1,0.108,7.0,,3,47
C10513,0.349,0.064,1,0.102,5.0,4.4,0,22
C10514,0.117,0.08,1,0.041,5.0,4.2,4,41
C10515,0.048,0.016,3,0.011,,,7,97
C10516,0.295,0.017,0,0.029,9.0,5.0,0,26
C10517,0.138,0.076,2,0.012,6.0,4.4,5,1
C10518,0.263,0.109,0,0.242,6.0,4.5,2,76
C10519,0.186,0.051,2,0.121,3.0,2.4,8,156
C10520,0.061,0.009,3,0.133,,1.0,3,91
C10521,0.257,0.107,0,0.119,8.0,,4,24
C10522,0.196,0.075,0,0.032,,4.4,2,16
C10523,0.046,0.031,0,0.139,1.0,2.2,11,166
C10524,0.035,0.044,5,0.217,,,5,156
C10525,0.215,0.039,0,0.064,9.0,3.6,2,3
C10526,0.154,0.008,5,0.108,,4.7,4,136
C10527,0.385,0.025,0,0.138,7.0,,1,3
C10528,0.092,0.065,2,0.073,10.0,4.3,2,28
C10529,0.251,0.125,1,0.051,7.0,4.0,0,35
C10530,0.241,0.067,0,0.096,6.0,,0,9
C10531,0.018,0.035,1,0.213,3.0,,9,300
C10532,0.196,0.038,5,0.105,,4.5,0,57
C10533,0.233,0.079,1,0.061,9.0,,5,24
C10534,0.117,0.008,1,0.302,6.0,2.6,11,276
C10535,0.055,0.034,4,0.175,,3.8,9,147
C10536,0.322,0.048,1,0.078,7.0,4.8,1,31
C10537,0.116,0.016,0,0.312,6.0,2.9,6,365
C10538,0.206,0.107,2,0.028,,4.4,2,8
C10539,0.108,0.013,3,0.293,5.0,,11,93
C10540,0.237,0.05,1,0.138,,4.5,1,1
C10541,0.302,0.073,0,0.101,6.0,3.3,4,46
C10542,0.225,0.085,0,0.059,,,5,1
C10543,0.271,0.044,1,0.015,8.0,3.9,4,34
C10544,0.185,0.058,1,0.089,4.0,3.3,5,43
C10545,0.291,0.023,1,0.033,7.0,3.6,5,33
C10546,0.286,0.064,1,0.079,5.0,4.3,5,8
C10547,0.278,0.052,1,0.096,7.0,3.8,1,4
C10548,0.208,0.129,0,0.0,8.0,4.5,3,12
C10549,0.254,0.01,3,0.058,,4.4,5,27
C10550,0.054,0.011,5,0.159,5.0,2.9,4,183
C10551,0.046,0.014,2,0.107,4.0,,4,111
C10552,0.191,0.074,0,0.203,9.0,3.4,2,31
C10553,0.294,0.037,0,0.086,10.0,4.0,1,33
C10554,0.216,0.093,0,0.051,6.0,3.3,0,8
C10555,0.052,0.045,3,0.156,,,6,132
C10556,0.102,0.024,0,0.131,8.0,,3,145
C10557,0.28,0.028,1,0.068,9.0,4.2,1,27
C10558,0.232,0.036,3,0.113,9.0,4.5,5,23
C10559,0.244,0.074,0,0.054,6.0,4.0,2,50
C10560,0.104,0.056,2,0.099,,,4,33
C10561,0.119,0.096,2,0.061,6.0,3.8,0,78
C10562,0.132,0.028,2,0.22,,4.4,6,156
C10563,0.161,0.059,2,0.094,5.0,4.0,1,35
C10564,0.272,0.01,1,0.078,5.0,5.0,0,16
C10565,0.211,0.011,1,0.059,,5.0,5,2
C10566,0.168,0.126,1,0.088,5.0,,5,2
C10567,0.077,0.0,2,0.178,5.0,,7,138
C10568,0.085,0.062,0,0.109,9.0,,3,64
C10569,0.036,0.0,2,0.07,7.0,4.7,1,45
C10570,0.242,0.041,3,0.044,,4.3,5,25
C10571,0.121,0.001,2,0.035,7.0,,4,152
C10572,0.28,0.036,0,0.132,5.0,3.7,5,37
C10573,0.226,0.061,2,0.028,8.0,3.0,0,13
C10574,0.202,0.054,1,0.081,6.0,,2,35
C10575,0.019,0.048,4,0.21,5.0,,4,213
C10576,0.109,0.058,2,0.09,7.0,5.0,2,47
C10577,0.175,0.044,0,0.032,6.0,,3,50
C10578,0.312,0.08,1,0.109,8.0,4.2,3,76
C10579,0.246,0.082,1,0.05,,4.4,2,61
C10580,0.261,0.034,1,0.102,,3.8,0,53
C10581,0.219,0.095,0,0.078,7.0,,3,58
C10582,0.255,0.098,0,0.031,7.0,4.6,3,79
C10583,0.138,0.022,0,0.049,,2.8,6,365
C10584,0.269,0.02,2,0.097,,3.9,4,88
C10585,0.023,0.013,3,0.155,,3.3,11,161
C10586,0.058,0.056,2,0.076,,2.4,11,157
C10587,0.053,0.078,2,0.086,7.0,4.4,2,22
C10588,0.034,0.019,0,0.159,,3.3,6,109
C10589,0.181,0.056,1,0.025,,2.9,4,27
C10590,0.241,0.073,0,0.093,6.0,4.2,2,39
C10591,0.164,0.051,1,0.0,7.0,5.0,3,51
C10592,0.23,0.038,5,0.079,,3.7,1,0
C10593,0.242,0.018,0,0.068,8.0,4.6,3,77
C10594,0.252,0.084,0,0.06,,,0,31
C10595,0.264,0.077,0,0.077,8.0,3.9,0,14
C10596,0.242,0.043,2,0.077,6.0,4.4,1,35
C10597,0.207,0.032,1,0.151,7.0,4.2,1,11
C10598,0.319,0.081,0,0.103,10.0,3.1,3,51
C10599,0.054,0.01,3,0.187,,,7,192
C10600,0.156,0.152,2,0.077,5.0,4.1,5,55
C10601,0.126,0.079,3,0.082,5.0,4.1,2,4
C10602,0.24,0.033,2,0.032,,3.3,0,39
C10603,0.25,0.058,1,0.085,9.0,4.4,4,46
C10604,0.421,0.027,1,0.14,9.0,5.0,2,11
C10605,0.142,0.089,0,0.074,6.0,4.7,4,26
C10606,0.079,0.022,0,0.004,6.0,2.7,4,9
C10607,0.011,0.02,0,0.243,,2.8,4,198
C10608,0.124,0.067,5,0.0,7.0,4.2,2,38
C10609,0.089,0.0,3,0.0,5.0,,5,117
C10610,0.161,0.0,0,0.276,3.0,,2,107
C10611,0.024,0.02,3,0.045,,3.6,2,104
C10612,0.309,0.087,2,0.047,,5.0,1,86
C10613,0.287,0.072,0,0.0,,,0,62
C10614,0.034,0.013,3,0.15,4.0,3.0,7,120
C10615,0.136,0.035,3,0.0,7.0,3.5,0,21
C10616,0.21,0.058,1,0.083,9.0,,5,48
C10617,0.216,0.079,1,0.095,8.0,3.3,0,30
C10618,0.204,0.063,3,0.114,,4.9,3,68
C10619,0.152,0.113,1,0.073,6.0,4.2,4,5
C10620,0.133,0.082,0,0.11,,3.4,5,30
C10621,0.103,0.003,0,0.178,4.0,2.2,8,97
C10622,0.314,0.083,0,0.106,7.0,4.5,3,57
C10623,0.183,0.009,1,0.279,7.0,,2,242
C10624,0.252,0.079,2,0.062,6.0,4.6,1,1
C10625,0.111,0.023,1,0.201,,,6,154
C10626,0.031,0.029,2,0.144,,1.9,11,365
C10627,0.0,0.003,2,0.198,,4.9,10,153
C10628,0.22,0.082,4,0.1,8.0,3.8,4,35
C10629,0.13,0.085,2,0.149,,3.1,5,76
C10630,0.152,0.093,0,0.076,7.0,4.0,3,16
C10631,0.226,0.035,2,0.074,6.0,,1,63
C10632,0.146,0.042,1,0.159,7.0,3.9,1,64
C10633,0.0,0.036,2,0.0,,4.2,5,201
C10634,0.211,0.068,2,0.101,5.0,4.9,5,32
C10635,0.208,0.063,2,0.108,5.0,4.5,5,32
C10636,0.174,0.024,2,0.118,9.0,3.7,0,63
C10637,0.188,0.059,1,0.012,8.0,4.6,3,16
C10638,0.075,0.053,3,0.152,5.0,2.8,9,308
C10639,0.186,0.071,0,0.084,8.0,3.4,0,6
C10640,0.121,0.024,1,0.185,,3.5,4,242
C10641,0.271,0.105,5,0.155,,4.2,2,87
C10642,0.045,0.021,2,0.152,,3.5,5,142
C10643,0.16,0.101,0,0.13,6.0,5.0,5,26
C10644,0.199,0.122,1,0.121,8.0,3.2,0,43
C10645,0.292,0.083,1,0.039,,3.9,0,84
C10646,0.279,0.024,1,0.012,5.0,4.2,1,36
C10647,0.243,0.09,2,0.084,7.0,5.0,1,52
C10648,0.284,0.09,2,0.127,6.0,4.6,1,10
C10649,0.11,0.05,0,0.126,8.0,3.3,5,27
C10650,0.298,0.093,0,0.081,,4.1,5,8
C10651,0.122,0.1,0,0.109,8.0,3.8,0,14
C10652,0.048,0.009,1,0.096,5.0,,4,294
C10653,0.274,0.09,0,0.055,,4.6,5,4
C10654,0.184,0.066,0,0.075,7.0,4.0,2,84
C10655,0.095,0.026,0,0.065,5.0,,2,226
C10656,0.093,0.017,1,0.166,7.0,3.8,5,40
C10657,0.117,0.024,2,0.002,5.0,3.9,3,38
C10658,0.285,0.037,2,0.095,3.0,4.6,3,36
C10659,0.231,0.063,0,0.063,,,5,7
C10660,0.044,0.014,4,0.067,5.0,2.8,6,177
C10661,0.149,0.085,1,0.095,8.0,3.8,1,26
C10662,0.21,0.062,0,0.029,,4.8,5,8
C10663,0.136,0.045,1,0.009,7.0,4.6,2,9
C10664,0.138,0.094,3,0.084,6.0,4.1,2,78
C10665,0.253,0.032,1,0.073,5.0,4.5,3,84
C10666,0.145,0.025,1,0.263,4.0,2.6,4,92
C10667,0.198,0.029,0,0.143,6.0,4.7,2,86
C10668,0.384,0.083,0,0.152,8.0,5.0,1,5
C10669,0.223,0.063,0,0.01,,3.9,4,52
C10670,0.249,0.017,0,0.114,7.0,3.3,1,45
C10671,0.062,0.035,3,0.0,,3.6,3,188
C10672,0.392,0.028,0,0.06,7.0,,4,48
C10673,0.159,0.013,1,0.089,0.0,,11,180
C10674,0.044,0.021,1,0.102,,3.1,8,100
C10675,0.146,0.005,3,0.164,,4.1,4,34
C10676,0.158,0.021,1,0.0,6.0,3.2,1,1
C10677,0.059,0.026,3,0.214,,2.8,2,179
C10678,0.176,0.081,0,0.102,9.0,4.3,4,6
C10679,0.24,0.043,1,0.152,5.0,4.6,1,49
C10680,0.158,0.09,0,0.141,10.0,3.1,2,17
C10681,0.198,0.113,0,0.105,,4.4,3,41
C10682,0.187,0.065,0,0.061,,3.7,5,8
C10683,0.25,0.049,0,0.01,9.0,4.9,5,26
C10684,0.066,0.033,0,0.112,7.0,4.3,4,20
C10685,0.158,0.083,0,0.149,,4.1,0,81
C10686,0.055,0.001,4,0.109,7.0,3.7,3,143
C10687,0.276,0.114,0,0.004,7.0,4.3,3,66
C10688,0.15,0.034,0,0.0,,3.5,1,52
C10689,0.266,0.096,1,0.193,,5.0,5,19
C10690,0.051,0.019,1,0.273,3.0,3.9,4,365
C10691,0.161,0.045,0,0.118,8.0,3.8,3,13
C10692,0.193,0.055,1,0.173,,4.4,5,15
C10693,0.174,0.021,2,0.09,6.0,3.9,0,2
C10694,0.129,0.058,2,0.179,8.0,3.5,5,18
C10695,0.015,0.027,2,0.042,4.0,,7,260
C10696,0.06,0.009,3,0.181,4.0,,9,92
C10697,0.0,0.023,3,0.16,5.0,4.1,11,365
C10698,0.236,0.104,2,0.116,,,3,84
C10699,0.0,0.021,2,0.0,5.0,5.0,3,108
C10700,0.259,0.098,3,0.095,8.0,3.4,5,36
C10701,0.265,0.092,3,0.052,5.0,,1,28
C10702,0.207,0.082,1,0.057,4.0,3.8,0,24
C10703,0.156,0.095,4,0.036,,4.9,1,31
C10704,0.217,0.013,0,0.001,6.0,4.1,2,22
C10705,0.128,0.016,0,0.07,9.0,4.0,5,58
C10706,0.241,0.048,0,0.032,7.0,3.5,2,58
C10707,0.308,0.077,1,0.115,7.0,4.4,5,0
C10708,0.233,0.062,0,0.117,5.0,3.9,1,4
C10709,0.275,0.008,2,0.077,,5.0,3,51
C10710,0.241,0.041,2,0.103,9.0,3.0,1,38
C10711,0.101,0.014,0,0.064,6.0,3.7,2,0
C10712,0.046,0.021,1,0.101,,,5,170
C10713,0.138,0.016,3,0.273,,,10,324
C10714,0.309,0.108,0,0.095,,3.5,1,68
C10715,0.157,0.069,2,0.0,,,5,80
C10716,0.074,0.021,2,0.102,,,4,170
C10717,0.269,0.075,0,0.072,8.0,3.8,4,43
C10718,0.242,0.064,1,0.038,7.0,4.2,0,22
C10719,0.25,0.03,2,0.132,6.0,4.0,2,60
C10720,0.238,0.017,1,0.043,,3.2,4,1
C10721,0.312,0.063,0,0.118,7.0,4.5,4,11
C10722,0.144,0.075,3,0.093,7.0,4.6,4,47
C10723,0.216,0.04,3,0.147,,3.8,2,60
C10724,0.091,0.029,2,0.144,1.0,,7,106
C10725,0.286,0.031,4,0.091,4.0,4.4,4,6
C10726,0.087,0.02,0,0.236,,,7,365
C10727,0.224,0.085,0,0.019,,3.7,1,0
C10728,0.145,0.044,4,0.064,8.0,4.1,2,33
C10729,0.174,0.085,5,0.092,7.0,3.5,1,0
C10730,0.241,0.067,1,0.145,8.0,4.4,5,7
C10731,0.064,0.01,0,0.222,1.0,,9,98
C10732,0.176,0.05,1,0.042,7.0,,0,46
C10733,0.279,0.091,2,0.075,,4.4,4,57
C10734,0.217,0.015,4,0.029,6.0,4.7,4,46
C10735,0.154,0.026,0,0.089,6.0,5.0,0,22
C10736,0.254,0.0,1,0.022,7.0,3.5,0,69
C10737,0.145,0.101,4,0.047,,,1,42
C10738,0.146,0.056,2,0.006,7.0,4.9,0,68
C10739,0.01,0.011,2,0.153,,1.3,6,137
C10740,0.358,0.07,1,0.0,6.0,3.7,2,47
C10741,0.261,0.11,0,0.036,7.0,4.4,4,8
C10742,0.177,0.052,2,0.0,,,0,31
C10743,0.254,0.07,1,0.054,7.0,5.0,0,11
C10744,0.255,0.024,0,0.0,8.0,4.1,0,4
C10745,0.095,0.067,4,0.095,4.0,4.5,0,88
C10746,0.205,0.079,1,0.02,8.0,,1,36
C10747,0.215,0.036,0,0.169,,3.3,3,88
C10748,0.352,0.041,1,0.002,7.0,,4,44
C10749,0.155,0.04,1,0.142,3.0,,5,127
C10750,0.235,0.097,2,0.064,5.0,4.8,2,36
C10751,0.363,0.03,4,0.142,10.0,4.8,5,0
C10752,0.241,0.014,2,0.068,7.0,5.0,5,19
C10753,0.062,0.014,2,0.138,,4.3,11,365
C10754,0.129,0.016,2,0.0,3.0,1.5,10,214
C10755,0.379,0.033,3,0.039,,4.7,0,89
C10756,0.147,0.021,3,0.032,7.0,4.0,3,11
C10757,0.066,0.02,4,0.159,,3.2,5,341
C10758,0.097,0.035,2,0.113,3.0,,9,162
C10759,0.09,0.004,0,0.102,,,8,149
C10760,0.141,0.073,0,0.068,7.0,3.2,3,2
C10761,0.141,0.0,1,0.341,4.0,,7,293
C10762,0.124,0.071,0,0.037,8.0,3.8,2,67
C10763,0.038,0.039,1,0.245,4.0,,11,212
C10764,0.225,0.073,2,0.077,5.0,4.4,2,27
C10765,0.043,0.038,4,0.042,3.0,,5,118
C10766,0.282,0.028,1,0.078,9.0,4.4,1,2
C10767,0.061,0.031,0,0.198,5.0,,6,258
C10768,0.221,0.001,4,0.083,,4.5,4,65
C10769,0.181,0.019,1,0.02,6.0,,5,22
C10770,0.036,0.0,1,0.148,,,7,269
C10771,0.14,0.066,0,0.09,8.0,4.2,4,35
C10772,0.157,0.055,0,0.158,6.0,4.3,5,18
C10773,0.4,0.064,2,0.116,7.0,3.8,1,0
C10774,0.052,0.009,2,0.186,7.0,4.0,1,28
C10775,0.317,0.065,0,0.047,,4.6,5,42
C10776,0.107,0.006,2,0.052,,4.8,10,133
C10777,0.047,0.085,0,0.122,6.0,4.1,1,22
C10778,0.36,0.035,2,0.008,7.0,3.9,4,6
C10779,0.163,0.037,1,0.208,7.0,3.9,1,21
C10780,0.253,0.013,4,0.04,,5.0,4,8
C10781,0.119,0.014,3,0.091,2.0,,7,218
C10782,0.29,0.04,0,0.071,,3.7,4,37
C10783,0.298,0.0,2,0.068,9.0,,5,77
C10784,0.114,0.029,1,0.379,,3.9,7,303
C10785,0.047,0.063,2,0.02,,4.2,4,17
C10786,0.189,0.065,1,0.099,5.0,5.0,0,64
C10787,0.254,0.054,2,0.068,6.0,4.3,4,7
C10788,0.358,0.089,1,0.068,7.0,4.8,4,15
C10789,0.177,0.06,0,0.067,9.0,4.8,2,54
C10790,0.165,0.051,1,0.028,,4.7,1,17
C10791,0.129,0.048,2,0.128,7.0,3.5,2,88
C10792,0.21,0.038,0,0.082,7.0,3.4,2,34
C10793,0.078,0.02,1,0.093,,4.3,11,137
C10794,0.196,0.018,0,0.1,7.0,,0,0
C10795,0.016,0.006,3,0.0,4.0,2.4,9,222
C10796,0.117,0.021,4,0.256,6.0,,5,219
C10797,0.035,0.029,0,0.262,,1.2,5,271
C10798,0.067,0.038,2,0.231,,,2,111
C10799,0.044,0.049,2,0.181,,2.3,11,289
C10800,0.085,0.018,3,0.214,,2.7,8,129
C10801,0.261,0.05,3,0.051,7.0,3.5,5,49
C10802,0.088,0.049,0,0.089,7.0,4.2,0,10
C10803,0.223,0.08,0,0.031,,4.3,3,21
C10804,0.184,0.025,2,0.387,,1.0,10,167
C10805,0.04,0.107,1,0.038,7.0,4.7,2,13
C10806,0.083,0.069,0,0.081,6.0,4.7,4,37
C10807,0.142,0.141,0,0.115,,3.6,1,81
C10808,0.307,0.082,2,0.0,,3.7,1,43
C10809,0.286,0.065,1,0.006,7.0,3.7,4,71
C10810,0.149,0.048,0,0.023,7.0,4.2,0,60
C10811,0.135,0.061,5,0.066,8.0,4.8,2,85
C10812,0.176,0.018,0,0.133,6.0,,7,156
C10813,0.325,0.05,0,0.021,,5.0,5,18
C10814,0.151,0.102,1,0.089,,3.5,4,18
C10815,0.305,0.038,1,0.08,6.0,,0,43
C10816,0.033,0.0,4,0.168,,,2,238
C10817,0.388,0.042,5,0.212,,4.9,0,46
C10818,0.086,0.041,0,0.171,6.0,,11,91
C10819,0.033,0.0,2,0.0,8.0,2.6,3,133
C10820,0.346,0.061,1,0.061,,4.2,4,18
C10821,0.164,0.098,5,0.026,7.0,4.4,2,6
C10822,0.166,0.093,0,0.061,8.0,4.5,2,18
C10823,0.132,0.041,2,0.077,6.0,4.3,0,35
C10824,0.066,0.001,0,0.338,,2.9,7,119
C10825,0.262,0.05,3,0.076,4.0,3.3,1,32
C10826,0.098,0.045,1,0.209,,,10,106
C10827,0.235,0.114,0,0.088,,4.7,0,10
C10828,0.215,0.016,1,0.11,10.0,4.2,4,73
C10829,0.046,0.0,2,0.042,,,4,175
C10830,0.158,0.051,0,0.013,7.0,4.2,0,2
C10831,0.049,0.008,4,0.279,,,10,170
C10832,0.068,0.019,0,0.173,,1.7,4,160
C10833,0.239,0.005,2,0.008,7.0,3.7,0,34
C10834,0.04,0.012,1,0.251,7.0,,11,132
C10835,0.11,0.012,2,0.085,,4.1,5,365
C10836,0.25,0.071,1,0.093,,4.9,4,15
C10837,0.216,0.072,2,0.06,5.0,3.8,1,15
C10838,0.134,0.024,2,0.157,,2.8,2,160
C10839,0.162,0.075,0,0.027,9.0,4.2,0,90
C10840,0.309,0.096,2,0.105,6.0,4.4,2,3
C10841,0.02,0.028,4,0.078,,,3,295
C10842,0.17,0.038,2,0.018,8.0,4.3,5,71
C10843,0.268,0.106,0,0.026,6.0,5.0,1,44
C10844,0.058,0.097,0,0.072,6.0,4.5,5,52
C10845,0.185,0.028,2,0.276,2.0,,8,288
C10846,0.303,0.062,0,0.159,9.0,4.5,5,47
C10847,0.265,0.076,0,0.041,6.0,4.4,1,14
C10848,0.324,0.05,1,0.141,6.0,4.4,5,59
C10849,0.202,0.047,0,0.054,,4.2,3,72
C10850,0.271,0.08,1,0.07,6.0,4.4,1,54
C10851,0.265,0.058,0,0.166,6.0,4.8,3,1
C10852,0.151,0.063,0,0.058,7.0,5.0,0,13
C10853,0.054,0.019,2,0.141,3.0,,2,149
C10854,0.144,0.012,2,0.125,8.0,4.2,5,14
C10855,0.202,0.056,1,0.084,7.0,,1,19
C10856,0.343,0.061,2,0.003,10.0,4.7,3,2
C10857,0.0,0.01,2,0.037,,3.1,9,262
C10858,0.0,0.028,2,0.114,3.0,,7,141
C10859,0.27,0.132,0,0.069,5.0,3.7,2,85
C10860,0.112,0.113,0,0.095,7.0,,2,27
C10861,0.136,0.081,3,0.09,4.0,,1,17
C10862,0.04,0.024,2,0.148,4.0,3.3,4,365
C10863,0.178,0.055,1,0.0,10.0,4.7,1,60
C10864,0.217,0.044,0,0.141,,5.0,2,67
C10865,0.157,0.039,2,0.0,7.0,4.4,3,68
C10866,0.263,0.106,1,0.14,6.0,4.4,5,49
C10867,0.114,0.03,0,0.104,,,11,100
C10868,0.048,0.08,0,0.044,9.0,3.8,5,72
C10869,0.322,0.054,2,0.014,7.0,4.9,1,78
C10870,0.09,0.021,0,0.247,,,3,141
C10871,0.232,0.052,1,0.107,6.0,4.1,1,74
C10872,0.01,0.045,2,0.053,5.0,,2,306
C10873,0.351,0.065,1,0.093,7.0,,5,73
C10874,0.036,0.057,1,0.114,7.0,4.2,4,46
C10875,0.054,0.02,4,0.163,,,8,365
C10876,0.31,0.057,0,0.012,3.0,4.7,4,54
C10877,0.07,0.014,1,0.274,,,4,142
C10878,0.35,0.065,0,0.034,8.0,4.2,0,2
C10879,0.062,0.034,3,0.53,,,3,149
C10880,0.071,0.013,0,0.076,,1.8,2,106
C10881,0.103,0.009,5,0.177,,,10,100
C10882,0.234,0.036,4,0.102,,3.5,5,2
C10883,0.266,0.068,3,0.004,5.0,3.8,4,64
C10884,0.041,0.0,0,0.151,,2.9,5,138
C10885,0.097,0.034,4,0.295,,2.1,6,125
C10886,0.263,0.033,0,0.093,10.0,3.7,1,81
C10887,0.165,0.021,1,0.114,2.0,4.3,4,122
C10888,0.111,0.009,2,0.234,,,4,365
C10889,0.304,0.026,0,0.197,7.0,3.8,3,84
C10890,0.108,0.139,0,0.06,7.0,4.7,1,5
C10891,0.226,0.106,0,0.166,6.0,5.0,0,24
C10892,0.0,0.099,0,0.086,,4.7,2,38
C10893,0.227,0.124,1,0.04,,,4,5
C10894,0.204,0.092,2,0.077,6.0,4.4,0,25
C10895,0.137,0.057,0,0.138,,5.0,4,85
C10896,0.118,0.031,4,0.0,,,4,311
C10897,0.239,0.064,0,0.144,5.0,,0,46
C10898,0.104,0.016,3,0.135,3.0,3.4,2,138
C10899,0.134,0.032,2,0.018,,3.7,7,131
C10900,0.093,0.003,1,0.187,,,11,242
C10901,0.095,0.076,1,0.131,8.0,,3,53
C10902,0.232,0.166,0,0.091,,2.9,5,20
C10903,0.266,0.092,0,0.018,8.0,4.1,4,33
C10904,0.207,0.059,3,0.119,8.0,3.5,0,63
C10905,0.318,0.022,0,0.109,6.0,3.8,3,16
C10906,0.146,0.097,4,0.086,8.0,,1,78
C10907,0.046,0.044,2,0.246,6.0,,11,102
C10908,0.267,0.009,2,0.018,,,1,6
C10909,0.107,0.033,1,0.126,5.0,5.0,0,68
C10910,0.185,0.0,0,0.095,,3.7,5,83
C10911,0.198,0.082,4,0.087,7.0,3.9,1,34
C10912,0.139,0.053,1,0.12,7.0,4.3,1,65
C10913,0.224,0.06,2,0.038,7.0,,1,11
C10914,0.087,0.019,2,0.246,,2.2,7,108
C10915,0.064,0.004,2,0.134,,2.5,3,153
C10916,0.252,0.039,2,0.138,,3.9,4,12
C10917,0.158,0.049,0,0.064,9.0,4.5,3,38
C10918,0.051,0.06,0,0.203,4.0,,10,121
C10919,0.235,0.086,1,0.018,7.0,4.3,1,79
C10920,0.24,0.05,1,0.061,6.0,5.0,3,71
C10921,0.113,0.058,3,0.025,,4.4,1,82
C10922,0.074,0.05,2,0.09,,4.3,5,34
C10923,0.176,0.045,0,0.063,7.0,4.1,3,64
C10924,0.139,0.036,1,0.09,7.0,4.3,4,19
C10925,0.021,0.001,1,0.056,,,10,122
C10926,0.097,0.034,1,0.354,,,6,112
C10927,0.29,0.03,0,0.031,6.0,,3,62
C10928,0.163,0.045,0,0.01,7.0,4.3,4,22
C10929,0.218,0.095,1,0.0,8.0,3.1,2,37
C10930,0.316,0.041,1,0.109,7.0,4.4,2,39
C10931,0.097,0.027,4,0.116,,2.0,3,309
C10932,0.099,0.016,0,0.171,5.0,,8,279
C10933,0.117,0.088,1,0.067,8.0,2.5,1,24
C10934,0.152,0.061,1,0.012,9.0,4.4,3,71
C10935,0.327,0.055,3,0.077,8.0,3.8,1,89
C10936,0.178,0.029,1,0.075,8.0,4.6,3,26
C10937,0.009,0.023,0,0.286,,,8,99
C10938,0.285,0.092,0,0.074,8.0,,5,85
C10939,0.125,0.11,0,0.056,5.0,4.7,4,7
C10940,0.133,0.015,2,0.227,,4.1,2,365
C10941,0.139,0.022,1,0.377,,,11,121
C10942,0.297,0.023,1,0.059,,4.5,1,57
C10943,0.159,0.032,0,0.145,,4.0,1,1
C10944,0.226,0.042,0,0.022,6.0,3.5,4,26
C10945,0.212,0.082,0,0.036,8.0,3.6,4,69
C10946,0.044,0.06,1,0.038,5.0,3.8,1,11
C10947,0.067,0.02,2,0.143,5.0,3.5,8,119
C10948,0.057,0.012,2,0.125,,,2,157
C10949,0.245,0.036,1,0.138,6.0,,4,29
C10950,0.294,0.043,2,0.132,6.0,3.8,4,40
C10951,0.213,0.064,1,0.054,6.0,3.2,1,7
C10952,0.284,0.069,0,0.025,,,4,86
C10953,0.164,0.013,0,0.136,,2.7,4,114
C10954,0.0,0.109,2,0.051,6.0,4.4,1,13
C10955,0.199,0.063,1,0.099,5.0,3.8,3,87
C10956,0.459,0.038,1,0.077,7.0,5.0,1,26
C10957,0.09,0.105,0,0.122,,4.5,5,29
C10958,0.181,0.036,0,0.062,7.0,,4,36
C10959,0.342,0.024,1,0.072,7.0,3.9,3,23
C10960,0.251,0.048,1,0.004,,4.2,4,1
C10961,0.278,0.023,1,0.08,6.0,4.3,1,29
C10962,0.218,0.056,1,0.009,5.0,4.6,2,5
C10963,0.021,0.03,2,0.053,6.0,,10,291
C10964,0.342,0.044,0,0.052,10.0,,1,31
C10965,0.101,0.068,2,0.009,7.0,4.4,5,72
C10966,0.078,0.019,2,0.332,,,6,109
C10967,0.159,0.047,0,0.0,8.0,,0,37
C10968,0.01,0.013,0,0.166,,1.9,3,131
C10969,0.046,0.029,2,0.151,4.0,,10,116
C10970,0.225,0.098,1,0.115,,3.5,5,9
C10971,0.241,0.048,1,0.008,7.0,3.8,1,74
C10972,0.176,0.031,3,0.118,3.0,,3,101
C10973,0.09,0.134,0,0.092,5.0,,0,85
C10974,0.153,0.113,1,0.0,6.0,3.5,3,21
C10975,0.305,0.066,0,0.094,7.0,4.1,5,87
C10976,0.215,0.091,0,0.082,,4.7,5,48
C10977,0.238,0.045,3,0.062,,4.5,5,3
C10978,0.082,0.027,0,0.137,,4.0,3,23
C10979,0.001,0.015,0,0.254,,3.0,5,249
C10980,0.15,0.049,0,0.076,8.0,,3,51
C10981,0.293,0.083,1,0.13,6.0,4.3,4,37
C10982,0.2,0.062,1,0.061,6.0,5.0,0,34
C10983,0.09,0.063,2,0.106,7.0,3.5,2,63
